Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Linear and Graphical Models","Lecture Notes in Statistics","","","","10.1007/978-1-4612-4240-6","H. H. AndersenM. HøjbjerreD. SørensenP. S. Eriksen","1995","http://link.springer.com/book/10.1007/978-1-4612-4240-6","Book"
"von Mises Calculus For Statistical Functionals","Lecture Notes in Statistics","","","","10.1007/978-1-4612-5604-5","Luisa Turrin Fernholz","1983","http://link.springer.com/book/10.1007/978-1-4612-5604-5","Book"
"An Asymptotic Theory for Empirical Reliability and Concentration Processes","Lecture Notes in Statistics","","","","10.1007/978-1-4615-6420-1","Miklós CsörgőSándor CsörgőLajos Horváth","1986","http://link.springer.com/book/10.1007/978-1-4615-6420-1","Book"
"Robust Statistics, Data Analysis, and Computer Intensive Methods","Lecture Notes in Statistics","","","","10.1007/978-1-4612-2380-1","Helmut Rieder","1996","http://link.springer.com/book/10.1007/978-1-4612-2380-1","Book"
"Minimax Solutions in Sampling from Finite Populations","Lecture Notes in Statistics","","","","10.1007/978-1-4612-3442-5","Siegfried Gabler","1990","http://link.springer.com/book/10.1007/978-1-4612-3442-5","Book"
"Pivotal Measures in Statistical Experiments and Sufficiency","Lecture Notes in Statistics","","","","10.1007/978-1-4612-2644-4","Sakutarō Yamada","1994","http://link.springer.com/book/10.1007/978-1-4612-2644-4","Book"
"Studies on the Optimal Search Plan","Lecture Notes in Statistics","","","","10.1007/978-1-4612-2876-9","Kōji Iida","1992","http://link.springer.com/book/10.1007/978-1-4612-2876-9","Book"
"Random and Quasi-Random Point Sets","Lecture Notes in Statistics","","","","10.1007/978-1-4612-1702-2","Peter HellekalekGerhard Larcher","1998","http://link.springer.com/book/10.1007/978-1-4612-1702-2","Book"
"The Inverse Gaussian Distribution","Lecture Notes in Statistics","","","","10.1007/978-1-4612-1456-4","V. Seshadri","1999","http://link.springer.com/book/10.1007/978-1-4612-1456-4","Book"
"Linear Processes in Function Spaces","Lecture Notes in Statistics","","","","10.1007/978-1-4612-1154-9","Denis Bosq","2000","http://link.springer.com/book/10.1007/978-1-4612-1154-9","Book"
"Topics in Statistical Information Theory","Lecture Notes in Statistics","","","","10.1007/978-1-4615-8080-5","Solomon KullbackJohn C. KeegelJoseph H. Kullback","1987","http://link.springer.com/book/10.1007/978-1-4615-8080-5","Book"
"The Weighted Bootstrap","Lecture Notes in Statistics","","","","10.1007/978-1-4612-2532-4","Philippe BarbePatrice Bertail","1995","http://link.springer.com/book/10.1007/978-1-4612-2532-4","Book"
"Series Approximation Methods in Statistics","Lecture Notes in Statistics","","","","10.1007/978-1-4757-4275-6","John E. Kolassa","1994","http://link.springer.com/book/10.1007/978-1-4757-4275-6","Book"
"Random Sums and Branching Stochastic Processes","Lecture Notes in Statistics","","","","10.1007/978-1-4612-4216-1","Ibrahim Rahimov","1995","http://link.springer.com/book/10.1007/978-1-4612-4216-1","Book"
"R.A. Fisher: An Appreciation","Lecture Notes in Statistics","","","","10.1007/978-1-4612-6079-0","Stephen E. FienbergDavid V. Hinkley","1980","http://link.springer.com/book/10.1007/978-1-4612-6079-0","Book"
"Threshold Models in Non-linear Time Series Analysis","Lecture Notes in Statistics","","","","10.1007/978-1-4684-7888-4","Howell Tong","1983","http://link.springer.com/book/10.1007/978-1-4684-7888-4","Book"
"Stochastic Visibility in Random Fields","Lecture Notes in Statistics","","","","10.1007/978-1-4612-2690-1","Shelemyahu Zacks","1994","http://link.springer.com/book/10.1007/978-1-4612-2690-1","Book"
"Bayesian Inference in Wavelet-Based Models","Lecture Notes in Statistics","","","","10.1007/978-1-4612-0567-8","Peter MüllerBrani Vidakovic","1999","http://link.springer.com/book/10.1007/978-1-4612-0567-8","Book"
"Specifying Statistical Models","Lecture Notes in Statistics","","","","10.1007/978-1-4612-5503-1","J. P. FlorensM. MouchartJ. P. RaoultL. SimarA. F. M. Smith","1983","http://link.springer.com/book/10.1007/978-1-4612-5503-1","Book"
"Lectures on Random Voronoi Tessellations","Lecture Notes in Statistics","","","","10.1007/978-1-4612-2652-9","Jesper Møller","1994","http://link.springer.com/book/10.1007/978-1-4612-2652-9","Book"
"Statistical Modelling","Lecture Notes in Statistics","","","","10.1007/978-1-4612-0789-4","Gilg U. H. SeeberBrian J. FrancisReinhold HatzingerGabriele Steckel-Berger","1995","http://link.springer.com/book/10.1007/978-1-4612-0789-4","Book"
"Mixing","Lecture Notes in Statistics","","","","10.1007/978-1-4612-2642-0","Paul Doukhan","1994","http://link.springer.com/book/10.1007/978-1-4612-2642-0","Book"
"Applications of Computer Aided Time Series Modeling","Lecture Notes in Statistics","","","","10.1007/978-1-4612-2252-1","Masanao AokiArthur M. Havenner","1997","http://link.springer.com/book/10.1007/978-1-4612-2252-1","Book"
"Causation, Prediction, and Search","Lecture Notes in Statistics","","","","10.1007/978-1-4612-2748-9","Peter SpirtesClark GlymourRichard Scheines","1993","http://link.springer.com/book/10.1007/978-1-4612-2748-9","Book"
"Multivariate Reduced-Rank Regression","Lecture Notes in Statistics","","","","10.1007/978-1-4757-2853-8","Gregory C. ReinselRaja P. Velu","1998","http://link.springer.com/book/10.1007/978-1-4757-2853-8","Book"
"Advances in GLIM and Statistical Modelling","Lecture Notes in Statistics","","","","10.1007/978-1-4612-2952-0","Ludwig FahrmeirBrian FrancisRobert GilchristGerhard Tutz","1992","http://link.springer.com/book/10.1007/978-1-4612-2952-0","Book"
"Permutation Tests for Stochastic Ordering and ANOVA","Lecture Notes in Statistics","","","","10.1007/978-0-387-85956-9","Aldo SolariLuigi SalmasoFortunato PesarinDario Basso","2009","http://link.springer.com/book/10.1007/978-0-387-85956-9","Book"
"Statistical Matching","Lecture Notes in Statistics","","","","10.1007/978-1-4613-0053-3","Susanne Rässler","2002","http://link.springer.com/book/10.1007/978-1-4613-0053-3","Book"
"Athens Conference on Applied Probability and Time Series Analysis","Lecture Notes in Statistics","","","","10.1007/978-1-4612-0749-8","C. C. HeydeYu V. ProhorovRonald PykeS. T. Rachev","1996","http://link.springer.com/book/10.1007/978-1-4612-0749-8","Book"
"Advances and Challenges in Space-time Modelling of Natural Events","Lecture Notes in Statistics","","","","10.1007/978-3-642-17086-7","Emilio PorcuJosé–María MonteroMartin Schlather","2012","http://link.springer.com/book/10.1007/978-3-642-17086-7","Book"
"Case Studies in Bayesian Statistics","Lecture Notes in Statistics","","","","10.1007/978-1-4612-1502-8","Constantine GatsonisRobert E. KassBradley CarlinAlicia CarriquiryAndrew GelmanIsabella VerdinelliMike West","1999","http://link.springer.com/book/10.1007/978-1-4612-1502-8","Book"
"Semi-Markov Chains and Hidden Semi-Markov Models toward Applications","Lecture Notes in Statistics","","","","10.1007/978-0-387-73173-5","Nikolaos LimniosVlad Stefan Barbu","2008","http://link.springer.com/book/10.1007/978-0-387-73173-5","Book"
"Measuring Risk in Complex Stochastic Systems","Lecture Notes in Statistics","","","","10.1007/978-1-4612-1214-0","Jürgen FrankeGerhard StahlWolfgang Härdle","2000","http://link.springer.com/book/10.1007/978-1-4612-1214-0","Book"
"Case Studies in Bayesian Statistics","Lecture Notes in Statistics","","","","10.1007/978-1-4612-2290-3","Constantine GatsonisJames S. HodgesRobert E. KassRobert McCullochPeter RossiNozer D. Singpurwalla","1997","http://link.springer.com/book/10.1007/978-1-4612-2290-3","Book"
"Nonparametric Curve Estimation from Time Series","Lecture Notes in Statistics","","","","10.1007/978-1-4612-3686-3","Lázió GyörfiWolfgang HärdlePascal SardaPhilippe Vieu","1989","http://link.springer.com/book/10.1007/978-1-4612-3686-3","Book"
"Practical Nonparametric and Semiparametric Bayesian Statistics","Lecture Notes in Statistics","","","","10.1007/978-1-4612-1732-9","Dipak DeyPeter MüllerDebajyoti Sinha","1998","http://link.springer.com/book/10.1007/978-1-4612-1732-9","Book"
"Modelling Longitudinal and Spatially Correlated Data","Lecture Notes in Statistics","","","","10.1007/978-1-4612-0699-6","Timothy G. GregoireDavid R. BrillingerPeter J. DiggleEstelle Russek-CohenWilliam G. WarrenRussell D. Wolfinger","1997","http://link.springer.com/book/10.1007/978-1-4612-0699-6","Book"
"Monte Carlo and Quasi-Monte Carlo Methods in Scientific Computing","Lecture Notes in Statistics","","","","10.1007/978-1-4612-2552-2","Harald NiederreiterPeter Jau-Shyong Shiue","1995","http://link.springer.com/book/10.1007/978-1-4612-2552-2","Book"
