Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Probability in Banach Spaces","Lecture Notes in Mathematics","","","","10.1007/BFb0082336","Anatole Beck","1976","http://link.springer.com/book/10.1007/BFb0082336","Book"
"Conference on Harmonic Analysis","Lecture Notes in Mathematics","","","","10.1007/BFb0059631","Denny GulickRonald L. Lipsman","1972","http://link.springer.com/book/10.1007/BFb0059631","Book"
"Simple Morphisms in Algebraic Geometry","Lecture Notes in Mathematics","","","","10.1007/BFb0095799","Richard Sot","1982","http://link.springer.com/book/10.1007/BFb0095799","Book"
"Dynamical Systems and Turbulence, Warwick 1980","Lecture Notes in Mathematics","","","","10.1007/BFb0091903","David RandLai-Sang Young","1981","http://link.springer.com/book/10.1007/BFb0091903","Book"
"Representations of Finite Chevalley Groups","Lecture Notes in Mathematics","","","","10.1007/BFb0097139","Bhama Srinivasan","1979","http://link.springer.com/book/10.1007/BFb0097139","Book"
"Real and Étale Cohomology","Lecture Notes in Mathematics","","","","10.1007/BFb0074269","Claus Scheiderer","1994","http://link.springer.com/book/10.1007/BFb0074269","Book"
"Lineare Optimierung großer Systeme","Lecture Notes in Mathematics","","","","10.1007/BFb0071083","H. P. KünziS. T. Tan","1966","http://link.springer.com/book/10.1007/BFb0071083","Book"
"Lectures on the Action of a Finite Group","Lecture Notes in Mathematics","","","","10.1007/BFb0079602","Pierre E. Conner","1968","http://link.springer.com/book/10.1007/BFb0079602","Book"
"Seminar on Differential Equations and Dynamical Systems","Lecture Notes in Mathematics","","","","10.1007/BFb0077120","G. Stephen Jones","1968","http://link.springer.com/book/10.1007/BFb0077120","Book"
"Linear Pro-p-Groups of Finite Width","Lecture Notes in Mathematics","","","","10.1007/BFb0094086","Gundel KlaasCharles R. Leedham-GreenWilhelm Plesken","1997","http://link.springer.com/book/10.1007/BFb0094086","Book"
"Kategorien und Funktoren","Lecture Notes in Mathematics","","","","10.1007/BFb0079022","H.-B. BrinkmannD. Puppe","1966","http://link.springer.com/book/10.1007/BFb0079022","Book"
"Theory and Applications of Singular Perturbations","Lecture Notes in Mathematics","","","","10.1007/BFb0094735","W. EckhausE. M. de Jager","1982","http://link.springer.com/book/10.1007/BFb0094735","Book"
"Probability in Banach Spaces III","Lecture Notes in Mathematics","","","","10.1007/BFb0090603","Anatole Beck","1981","http://link.springer.com/book/10.1007/BFb0090603","Book"
"Algebraic Structure of Knot Modules","Lecture Notes in Mathematics","","","","10.1007/BFb0091572","Jerome P. Levine","1980","http://link.springer.com/book/10.1007/BFb0091572","Book"
"Holomorphic Dynamical Systems","Lecture Notes in Mathematics","","","","10.1007/978-3-642-13171-4","Graziano GentiliJacques GuenotGiorgio Patrizio","2010","http://link.springer.com/book/10.1007/978-3-642-13171-4","Book"
"Regularity Problem for Quasilinear Elliptic and Parabolic Systems","Lecture Notes in Mathematics","","","","10.1007/BFb0094482","Alexander Koshelev","1995","http://link.springer.com/book/10.1007/BFb0094482","Book"
"Stabilization of Elastic Systems by Collocated Feedback","Lecture Notes in Mathematics","","","","10.1007/978-3-319-10900-8","Kaïs AmmariSerge Nicaise","2015","http://link.springer.com/book/10.1007/978-3-319-10900-8","Book"
"Algebraic Geometry and Complex Analysis","Lecture Notes in Mathematics","","","","10.1007/BFb0090247","Enrique Ramírez de Arellano","1989","http://link.springer.com/book/10.1007/BFb0090247","Book"
"Eigenfunction Branches of Nonlinear Operators, and their Bifurcations","Lecture Notes in Mathematics","","","","10.1007/BFb0065819","George H. Pimbley Jr.","1969","http://link.springer.com/book/10.1007/BFb0065819","Book"
"Problèmes combinatoires de commutation et réarrangements","Lecture Notes in Mathematics","","","","10.1007/BFb0079468","P. CartierD. Foata","1969","http://link.springer.com/book/10.1007/BFb0079468","Book"
"Séminaire de Probabilités II Université de Strasbourg Mars 1967 – Octobre 1967","Lecture Notes in Mathematics","","","","10.1007/BFb0059175","","1968","http://link.springer.com/book/10.1007/BFb0059175","Book"
