Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Introduction to the Mathematics of Finance","Undergraduate Texts in Mathematics","","","","10.1007/978-1-4614-3582-2","Steven Roman","2012","http://link.springer.com/book/10.1007/978-1-4614-3582-2","Book"
"General Topology","Undergraduate Texts in Mathematics","","","","10.1007/978-1-4757-4032-5","Jacques Dixmier","1984","http://link.springer.com/book/10.1007/978-1-4757-4032-5","Book"
"Inside Calculus","Undergraduate Texts in Mathematics","","","","10.1007/b97700","George R. Exner","2000","http://link.springer.com/book/10.1007/b97700","Book"
"Much Ado About Calculus","Undergraduate Texts in Mathematics","","","","10.1007/978-1-4615-9644-8","Robert L. Wilson","1979","http://link.springer.com/book/10.1007/978-1-4615-9644-8","Book"
"Linear Algebra","Undergraduate Texts in Mathematics","","","","10.1007/978-1-4612-1670-4","Larry Smith","1998","http://link.springer.com/book/10.1007/978-1-4612-1670-4","Book"
"Introduction to Mathematical Structures and Proofs","Undergraduate Texts in Mathematics","","","","10.1007/978-1-4614-4265-3","Larry J. Gerstein","2012","http://link.springer.com/book/10.1007/978-1-4614-4265-3","Book"
"Introduction to Optimal Control Theory","Undergraduate Texts in Mathematics","","","","10.1007/978-1-4612-5671-7","Jack MackiAaron Strauss","1982","http://link.springer.com/book/10.1007/978-1-4612-5671-7","Book"
"Calculus With Applications","Undergraduate Texts in Mathematics","","","","10.1007/978-1-4614-7946-8","Peter D. LaxMaria Shea Terrell","2014","http://link.springer.com/book/10.1007/978-1-4614-7946-8","Book"
"A First Course in Calculus","Undergraduate Texts in Mathematics","","","","10.1007/978-1-4419-8532-3","Serge Lang","1986","http://link.springer.com/book/10.1007/978-1-4419-8532-3","Book"
"Basic Topology","Undergraduate Texts in Mathematics","","","","10.1007/978-1-4757-1793-8","M. A. Armstrong","1983","http://link.springer.com/book/10.1007/978-1-4757-1793-8","Book"
"Discrete Probability","Undergraduate Texts in Mathematics","","","","10.1007/978-1-4612-1966-8","Hugh Gordon","1997","http://link.springer.com/book/10.1007/978-1-4612-1966-8","Book"
"Real Analysis and Applications","Undergraduate Texts in Mathematics","","","","10.1007/978-0-387-98098-0","Kenneth R. DavidsonAllan P. Donsig","2010","http://link.springer.com/book/10.1007/978-0-387-98098-0","Book"
"Ideals, Varieties, and Algorithms","Undergraduate Texts in Mathematics","","","","10.1007/978-1-4757-2693-0","David CoxJohn LittleDonal O’Shea","1997","http://link.springer.com/book/10.1007/978-1-4757-2693-0","Book"
"Mathematical Reflections","Undergraduate Texts in Mathematics","","","","10.1007/978-1-4612-1932-3","Peter HiltonDerek HoltonJean Pedersen","1997","http://link.springer.com/book/10.1007/978-1-4612-1932-3","Book"
"A Readable Introduction to Real Mathematics","Undergraduate Texts in Mathematics","","","","10.1007/978-3-319-05654-8","Daniel RosenthalDavid RosenthalPeter Rosenthal","2014","http://link.springer.com/book/10.1007/978-3-319-05654-8","Book"
"Applied Partial Differential Equations","Undergraduate Texts in Mathematics","","","","10.1007/978-3-319-12493-3","J. David Logan","2015","http://link.springer.com/book/10.1007/978-3-319-12493-3","Book"
"Applied Partial Differential Equations","Undergraduate Texts in Mathematics","","","","10.1007/978-1-4419-8879-9","J. David Logan","2004","http://link.springer.com/book/10.1007/978-1-4419-8879-9","Book"
"Mathematical Vistas","Undergraduate Texts in Mathematics","","","","10.1007/978-1-4757-3681-6","Peter HiltonDerek HoltonJean Pedersen","2002","http://link.springer.com/book/10.1007/978-1-4757-3681-6","Book"
"Ideals, Varieties, and Algorithms","Undergraduate Texts in Mathematics","","","","10.1007/978-3-662-41154-4","David CoxJohn LittleDonal O’Shea","1997","http://link.springer.com/book/10.1007/978-3-662-41154-4","Book"
"Ideals, Varieties, and Algorithms","Undergraduate Texts in Mathematics","","","","10.1007/978-1-4757-2181-2","David CoxJohn LittleDonal O’Shea","1992","http://link.springer.com/book/10.1007/978-1-4757-2181-2","Book"
"Introduction to the Mathematics of Finance","Undergraduate Texts in Mathematics","","","","10.1007/978-1-4419-9005-1","Steven Roman","2004","http://link.springer.com/book/10.1007/978-1-4419-9005-1","Book"
"Discrete Mathematics","Undergraduate Texts in Mathematics","","","","10.1007/b97469","L. LovászJ. PelikánK. Vesztergombi","2003","http://link.springer.com/book/10.1007/b97469","Book"
"The Pleasures of Probability","Undergraduate Texts in Mathematics","","","","10.1007/978-1-4612-0819-8","Richard Isaac","1995","http://link.springer.com/book/10.1007/978-1-4612-0819-8","Book"
"Introduction to Cryptography","Undergraduate Texts in Mathematics","","","","10.1007/978-1-4419-9003-7","Johannes A. Buchmann","2004","http://link.springer.com/book/10.1007/978-1-4419-9003-7","Book"
"The Geometry of Spacetime","Undergraduate Texts in Mathematics","","","","10.1007/978-1-4757-6736-0","James J. Callahan","2000","http://link.springer.com/book/10.1007/978-1-4757-6736-0","Book"
"Differential Equations","Undergraduate Texts in Mathematics","","","","10.1007/978-1-4757-3949-7","Clay C. Ross","2004","http://link.springer.com/book/10.1007/978-1-4757-3949-7","Book"
"Elementary Probability Theory","Undergraduate Texts in Mathematics","","","","10.1007/978-0-387-21548-8","Kai Lai ChungFarid AitSahlia","2003","http://link.springer.com/book/10.1007/978-0-387-21548-8","Book"
"Linear Algebra Done Right","Undergraduate Texts in Mathematics","","","","10.1007/978-3-319-11080-6","Sheldon Axler","2015","http://link.springer.com/book/10.1007/978-3-319-11080-6","Book"
"Elementary Stability and Bifurcation Theory","Undergraduate Texts in Mathematics","","","","10.1007/978-1-4612-0997-3","Gérard IoossDaniel D. Joseph","1990","http://link.springer.com/book/10.1007/978-1-4612-0997-3","Book"
"Explorations in Monte Carlo Methods","Undergraduate Texts in Mathematics","","","","10.1007/978-0-387-87837-9","Ronald W. ShonkwilerFranklin Mendivil","2009","http://link.springer.com/book/10.1007/978-0-387-87837-9","Book"
"Topics in the Theory of Numbers","Undergraduate Texts in Mathematics","","","","10.1007/978-1-4613-0015-1","Paul ErdősJános Surányi","2003","http://link.springer.com/book/10.1007/978-1-4613-0015-1","Book"
"An Introduction to Mathematical Cryptography","Undergraduate Texts in Mathematics","","","","10.1007/978-1-4939-1711-2","Jeffrey HoffsteinJill PipherJoseph H. Silverman","2014","http://link.springer.com/book/10.1007/978-1-4939-1711-2","Book"
"Undergraduate Algebra","Undergraduate Texts in Mathematics","","","","10.1007/0-387-27475-8","Serge Lang","2005","http://link.springer.com/book/10.1007/0-387-27475-8","Book"
"Ideals, Varieties, and Algorithms","Undergraduate Texts in Mathematics","","","","10.1007/978-0-387-35651-8","David CoxJohn LittleDonal O’Shea","2007","http://link.springer.com/book/10.1007/978-0-387-35651-8","Book"
"A Course in Calculus and Real Analysis","Undergraduate Texts in Mathematics","","","","10.1007/0-387-36425-0","Sudhir R. GhorpadeBalmohan V. Limaye","2006","http://link.springer.com/book/10.1007/0-387-36425-0","Book"
"Conics and Cubics","Undergraduate Texts in Mathematics","","","","10.1007/0-387-39273-4","Robert Bix","2006","http://link.springer.com/book/10.1007/0-387-39273-4","Book"
"Mathematical Masterpieces","Undergraduate Texts in Mathematics","","","","10.1007/978-0-387-33062-4","Arthur KnoebelJerry LodderReinhard LaubenbacherDavid Pengelley","2007","http://link.springer.com/book/10.1007/978-0-387-33062-4","Book"
"Practical Analysis in One Variable","Undergraduate Texts in Mathematics","","","","10.1007/b97698","Donald Estep","2002","http://link.springer.com/book/10.1007/b97698","Book"
"Applied Linear Algebra and Matrix Analysis","Undergraduate Texts in Mathematics","","","","10.1007/978-0-387-48947-6","Thomas S. Shores","2007","http://link.springer.com/book/10.1007/978-0-387-48947-6","Book"
"Introduction to Calculus and Classical Analysis","Undergraduate Texts in Mathematics","","","","10.1007/978-0-387-69316-3","Omar Hijab","2007","http://link.springer.com/book/10.1007/978-0-387-69316-3","Book"
"Integers, Polynomials, and Rings","Undergraduate Texts in Mathematics","","","","10.1007/b97633","Ronald S. Irving","2004","http://link.springer.com/book/10.1007/b97633","Book"
"Measure, Topology, and Fractal Geometry","Undergraduate Texts in Mathematics","","","","10.1007/978-0-387-74749-1","Gerald Edgar","2008","http://link.springer.com/book/10.1007/978-0-387-74749-1","Book"
"Glimpses of Algebra and Geometry","Undergraduate Texts in Mathematics","","","","10.1007/b98964","Gabor Toth","2002","http://link.springer.com/book/10.1007/b98964","Book"
"A Concrete Introduction to Higher Algebra","Undergraduate Texts in Mathematics","","","","10.1007/978-0-387-74725-5","Lindsay N. Childs","2009","http://link.springer.com/book/10.1007/978-0-387-74725-5","Book"
"An Introduction to Difference Equations","Undergraduate Texts in Mathematics","","","","10.1007/0-387-27602-5","Saber Elaydi","2005","http://link.springer.com/book/10.1007/0-387-27602-5","Book"
"A First Course in Differential Equations","Undergraduate Texts in Mathematics","","","","10.1007/0-387-29930-0","J. David Logan","2006","http://link.springer.com/book/10.1007/0-387-29930-0","Book"
"An Introduction to Wavelets Through Linear Algebra","Undergraduate Texts in Mathematics","","","","10.1007/b97841","Michael W. Frazier","1999","http://link.springer.com/book/10.1007/b97841","Book"
"Basic Elements of Real Analysis","Undergraduate Texts in Mathematics","","","","10.1007/b98884","Murray H. Protter","1998","http://link.springer.com/book/10.1007/b98884","Book"
"Difference Equations","Undergraduate Texts in Mathematics","","","","10.1007/0-387-27645-9","Paul CullMary FlahiveRobby Robson","2005","http://link.springer.com/book/10.1007/0-387-27645-9","Book"
"Linearity, Symmetry, and Prediction in the Hydrogen Atom","Undergraduate Texts in Mathematics","","","","10.1007/b136359","Stephanie Frank Singer","2005","http://link.springer.com/book/10.1007/b136359","Book"
"Notes on Set Theory","Undergraduate Texts in Mathematics","","","","10.1007/0-387-31609-4","Yiannis Moschovakis","2006","http://link.springer.com/book/10.1007/0-387-31609-4","Book"
"Reading, Writing, and Proving","Undergraduate Texts in Mathematics","","","","10.1007/b97273","Ulrich DaeppPamela Gorkin","2003","http://link.springer.com/book/10.1007/b97273","Book"
"The Four Pillars of Geometry","Undergraduate Texts in Mathematics","","","","10.1007/0-387-29052-4","S. AxlerK.A. Ribet","2005","http://link.springer.com/book/10.1007/0-387-29052-4","Book"
