Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"The Bayesian Choice","Springer Texts in Statistics","","","","10.1007/978-1-4757-4314-2","Christian P. Robert","1994","http://link.springer.com/book/10.1007/978-1-4757-4314-2","Book"
"Analysis of Variance in Experimental Design","Springer Texts in Statistics","","","","10.1007/978-1-4613-9722-9","Harold R. Lindman","1992","http://link.springer.com/book/10.1007/978-1-4613-9722-9","Book"
"Introduction to Statistics","Springer Texts in Statistics","","","","10.1007/978-1-4612-0943-0","Gottfried E. Noether","1991","http://link.springer.com/book/10.1007/978-1-4612-0943-0","Book"
"Probability and Statistics","Springer Texts in Statistics","","","","10.1007/978-1-4612-3566-8","Gunnar Blom","1989","http://link.springer.com/book/10.1007/978-1-4612-3566-8","Book"
"Probability for Applications","Springer Texts in Statistics","","","","10.1007/978-1-4615-7676-1","Paul E. Pfeiffer","1990","http://link.springer.com/book/10.1007/978-1-4615-7676-1","Book"
"Log-Linear Models","Springer Texts in Statistics","","","","10.1007/978-1-4757-4111-7","Ronald Christensen","1990","http://link.springer.com/book/10.1007/978-1-4757-4111-7","Book"
"Statistics in Scientific Investigation","Springer Texts in Statistics","","","","10.1007/978-1-4757-4290-9","Glen McPherson","1990","http://link.springer.com/book/10.1007/978-1-4757-4290-9","Book"
"Introduction to Statistical Inference","Springer Texts in Statistics","","","","10.1007/978-1-4613-9578-2","Gary Lorden","1987","http://link.springer.com/book/10.1007/978-1-4613-9578-2","Book"
"Advanced Linear Modeling","Springer Texts in Statistics","","","","10.1007/978-1-4757-3847-6","Ronald Christensen","2001","http://link.springer.com/book/10.1007/978-1-4757-3847-6","Book"
"Introduction to Time Series and Forecasting","Springer Texts in Statistics","","","","10.1007/978-1-4757-2526-1","Peter J. BrockwellRichard A. Davis","1996","http://link.springer.com/book/10.1007/978-1-4757-2526-1","Book"
"Probability Theory","Springer Texts in Statistics","","","","10.1007/978-1-4684-0504-0","Yuan Shih ChowHenry Teicher","1988","http://link.springer.com/book/10.1007/978-1-4684-0504-0","Book"
"Probability: A Graduate Course","Springer Texts in Statistics","","","","10.1007/b138932","Allan Gut","2005","http://link.springer.com/book/10.1007/b138932","Book"
"Introduction to Reliability Analysis","Springer Texts in Statistics","","","","10.1007/978-1-4612-2854-7","Shelemyahu Zacks","1992","http://link.springer.com/book/10.1007/978-1-4612-2854-7","Book"
"Statistical Tables and Formulae","Springer Texts in Statistics","","","","10.1007/978-1-4613-9629-1","Stephen KokoskaChristopher Nevison","1989","http://link.springer.com/book/10.1007/978-1-4613-9629-1","Book"
"Statistics for Bioengineering Sciences","Springer Texts in Statistics","","","","10.1007/978-1-4614-0394-4","Brani Vidakovic","2011","http://link.springer.com/book/10.1007/978-1-4614-0394-4","Book"
"Graphical Exploratory Data Analysis","Springer Texts in Statistics","","","","10.1007/978-1-4612-4950-4","S. H. C. du ToitA. G. W. SteynR. H. Stumpf","1986","http://link.springer.com/book/10.1007/978-1-4612-4950-4","Book"
"The Statistical Analysis of Discrete Data","Springer Texts in Statistics","","","","10.1007/978-1-4612-1017-7","Thomas J. SantnerDiane E. Duffy","1989","http://link.springer.com/book/10.1007/978-1-4612-1017-7","Book"
"Prescriptions for Working Statisticians","Springer Texts in Statistics","","","","10.1007/978-1-4612-3794-5","Albert Madansky","1988","http://link.springer.com/book/10.1007/978-1-4612-3794-5","Book"
"An Introduction to Probability and Stochastic Processes","Springer Texts in Statistics","","","","10.1007/978-1-4612-2726-7","Marc A. Berger","1993","http://link.springer.com/book/10.1007/978-1-4612-2726-7","Book"
"Regression Analysis","Springer Texts in Statistics","","","","10.1007/978-3-662-25092-1","Ashish SenMuni Srivastava","1990","http://link.springer.com/book/10.1007/978-3-662-25092-1","Book"
"Elements of Statistics for the Life and Social Sciences","Springer Texts in Statistics","","","","10.1007/978-1-4612-4744-9","Braxton M. Alfred","1987","http://link.springer.com/book/10.1007/978-1-4612-4744-9","Book"
"Fundamentals of Probability: A First Course","Springer Texts in Statistics","","","","10.1007/978-1-4419-5780-1","Anirban DasGupta","2010","http://link.springer.com/book/10.1007/978-1-4419-5780-1","Book"
"Analyzing Categorical Data","Springer Texts in Statistics","","","","10.1007/978-0-387-21727-7","Jeffrey S. Simonoff","2003","http://link.springer.com/book/10.1007/978-0-387-21727-7","Book"
"Probability via Expectation","Springer Texts in Statistics","","","","10.1007/978-1-4612-2892-9","Peter Whittle","1992","http://link.springer.com/book/10.1007/978-1-4612-2892-9","Book"
"Probability for Statistics and Machine Learning","Springer Texts in Statistics","","","","10.1007/978-1-4419-9634-3","Anirban DasGupta","2011","http://link.springer.com/book/10.1007/978-1-4419-9634-3","Book"
"Probability Theory","Springer Texts in Statistics","","","","10.1007/978-1-4612-1950-7","Yuan Shih ChowHenry Teicher","1997","http://link.springer.com/book/10.1007/978-1-4612-1950-7","Book"
"Monte Carlo Statistical Methods","Springer Texts in Statistics","","","","10.1007/978-1-4757-3071-5","Christian P. RobertGeorge Casella","1999","http://link.springer.com/book/10.1007/978-1-4757-3071-5","Book"
"Time Series Analysis and Its Applications","Springer Texts in Statistics","","","","10.1007/978-1-4757-3261-0","Robert H. ShumwayDavid S. Stoffer","2000","http://link.springer.com/book/10.1007/978-1-4757-3261-0","Book"
"Probability: A Graduate Course","Springer Texts in Statistics","","","","10.1007/978-1-4614-4708-5","Allan Gut","2013","http://link.springer.com/book/10.1007/978-1-4614-4708-5","Book"
"Plane Answers to Complex Questions","Springer Texts in Statistics","","","","10.1007/978-1-4757-1951-2","Ronald Christensen","1987","http://link.springer.com/book/10.1007/978-1-4757-1951-2","Book"
"Applied Bayesian Statistics","Springer Texts in Statistics","","","","10.1007/978-1-4614-5696-4","Mary Kathryn Cowles","2013","http://link.springer.com/book/10.1007/978-1-4614-5696-4","Book"
"Linear Mixed-Effects Models Using R","Springer Texts in Statistics","","","","10.1007/978-1-4614-3900-4","Andrzej GałeckiTomasz Burzykowski","2013","http://link.springer.com/book/10.1007/978-1-4614-3900-4","Book"
"Statistical Methods: The Geometric Approach","Springer Texts in Statistics","","","","10.1007/978-1-4612-0971-3","David J. SavilleGraham R. Wood","1991","http://link.springer.com/book/10.1007/978-1-4612-0971-3","Book"
"Counting for Something","Springer Texts in Statistics","","","","10.1007/978-1-4612-4638-1","William S. Peters","1987","http://link.springer.com/book/10.1007/978-1-4612-4638-1","Book"
"Statistics and Data Analysis for Financial Engineering","Springer Texts in Statistics","","","","10.1007/978-1-4419-7787-8","David Ruppert","2011","http://link.springer.com/book/10.1007/978-1-4419-7787-8","Book"
"Introduction to Graphical Modelling","Springer Texts in Statistics","","","","10.1007/978-1-4612-0493-0","David Edwards","2000","http://link.springer.com/book/10.1007/978-1-4612-0493-0","Book"
"Applied Probability","Springer Texts in Statistics","","","","10.1007/978-1-4419-7165-4","Kenneth Lange","2010","http://link.springer.com/book/10.1007/978-1-4419-7165-4","Book"
"Statistics and Finance","Springer Texts in Statistics","","","","10.1007/978-1-4419-6876-0","David Ruppert","2004","http://link.springer.com/referencework/10.1007/978-1-4419-6876-0","ReferenceWork"
"Basics of Modern Mathematical Statistics","Springer Texts in Statistics","","","","10.1007/978-3-642-39909-1","Vladimir SpokoinyThorsten Dickhaus","2015","http://link.springer.com/book/10.1007/978-3-642-39909-1","Book"
"All of Nonparametric Statistics","Springer Texts in Statistics","","","","10.1007/0-387-30623-4","Larry Wasserman","2006","http://link.springer.com/book/10.1007/0-387-30623-4","Book"
"Statistical Analysis of Financial Data in R","Springer Texts in Statistics","","","","10.1007/978-1-4614-8788-3","René Carmona","2014","http://link.springer.com/book/10.1007/978-1-4614-8788-3","Book"
"An Introduction to Bayesian Analysis","Springer Texts in Statistics","","","","10.1007/978-0-387-35433-0","Jayanta K. GhoshMohan DelampadyTapas Samanta","2006","http://link.springer.com/book/10.1007/978-0-387-35433-0","Book"
"An R and S-PLUS® Companion to Multivariate Analysis","Springer Texts in Statistics","","","","10.1007/b138954","Brian Sidney Everitt BSc, MSc","2005","http://link.springer.com/book/10.1007/b138954","Book"
"Bayesian Essentials with R","Springer Texts in Statistics","","","","10.1007/978-1-4614-8687-9","Jean-Michel MarinChristian P. Robert","2014","http://link.springer.com/book/10.1007/978-1-4614-8687-9","Book"
"A Modern Approach to Regression with R","Springer Texts in Statistics","","","","10.1007/978-0-387-09608-7","Simon Sheather","2009","http://link.springer.com/book/10.1007/978-0-387-09608-7","Book"
"Theory of Multivariate Statistics","Springer Texts in Statistics","","","","10.1007/b97615","Martin BilodeauDavid Brenner","1999","http://link.springer.com/book/10.1007/b97615","Book"
"Statistical Analysis of Designed Experiments, Third Edition","Springer Texts in Statistics","","","","10.1007/978-1-4419-1148-3","Helge Toutenburg","2009","http://link.springer.com/book/10.1007/978-1-4419-1148-3","Book"
"Statistical Methods for the Analysis of Repeated Measurements","Springer Texts in Statistics","","","","10.1007/b97287","Charles S. Davis","2002","http://link.springer.com/book/10.1007/b97287","Book"
"Probability with Applications in Engineering, Science, and Technology","Springer Texts in Statistics","","","","10.1007/978-1-4939-0395-5","Matthew A. CarltonJay L. Devore","2014","http://link.springer.com/book/10.1007/978-1-4939-0395-5","Book"
"Basics of Modern Mathematical Statistics","Springer Texts in Statistics","","","","10.1007/978-3-642-36850-9","Wolfgang Karl HärdleVladimir SpokoinyVladimir PanovWeining Wang","2014","http://link.springer.com/book/10.1007/978-3-642-36850-9","Book"
"The Bayesian Choice","Springer Texts in Statistics","","","","10.1007/0-387-71599-1","Christian P. Robert","2007","http://link.springer.com/book/10.1007/0-387-71599-1","Book"
"Applied Regression Analysis","Springer Texts in Statistics","","","","10.1007/b98890","John O. RawlingsSastry G. PantulaDavid A. Dickey","1998","http://link.springer.com/book/10.1007/b98890","Book"
"Statistical Design","Springer Texts in Statistics","","","","10.1007/978-0-387-75965-4","George Casella","2008","http://link.springer.com/book/10.1007/978-0-387-75965-4","Book"
"Elements of Large-Sample Theory","Springer Texts in Statistics","","","","10.1007/b98855","E. L. Lehmann","1999","http://link.springer.com/book/10.1007/b98855","Book"
"A Modern Introduction to Probability and Statistics","Springer Texts in Statistics","","","","10.1007/1-84628-168-7","Frederik Michel DekkingCornelis KraaikampHendrik Paul LopuhaäLudolf Erwin Meester","2005","http://link.springer.com/book/10.1007/1-84628-168-7","Book"
"Statistical Analysis of Designed Experiments","Springer Texts in Statistics","","","","10.1007/b98966","Helge Toutenburg","2002","http://link.springer.com/book/10.1007/b98966","Book"
"Mathematical Statistics","Springer Texts in Statistics","","","","10.1007/b98961","George R. Terrell","1999","http://link.springer.com/book/10.1007/b98961","Book"
"Asymptotic Theory of Statistics and Probability","Springer Texts in Statistics","","","","10.1007/978-0-387-75971-5","Anirban DasGupta","2008","http://link.springer.com/book/10.1007/978-0-387-75971-5","Book"
"Studying Human Populations","Springer Texts in Statistics","","","","10.1007/978-0-387-73251-0","Nicholas T. Longford","2008","http://link.springer.com/book/10.1007/978-0-387-73251-0","Book"
"Stat Labs","Springer Texts in Statistics","","","","10.1007/b98875","Deborah NolanTerry Speed","2000","http://link.springer.com/book/10.1007/b98875","Book"
"Time Series Analysis and Its Applications","Springer Texts in Statistics","","","","10.1007/0-387-36276-2","Robert H. ShumwayDavid S. Stoffer","2006","http://link.springer.com/book/10.1007/0-387-36276-2","Book"
"Bayesian Core: A Practical Approach to Computational Bayesian Statistics","Springer Texts in Statistics","","","","10.1007/978-0-387-38983-7","Jean-Michel MarinChristian P. Robert","2007","http://link.springer.com/book/10.1007/978-0-387-38983-7","Book"
"Mathematical Statistics","Springer Texts in Statistics","","","","10.1007/b97553","Jun Shao","2003","http://link.springer.com/book/10.1007/b97553","Book"
"Matrix Algebra","Springer Texts in Statistics","","","","10.1007/978-0-387-70873-7","James E. Gentle","2007","http://link.springer.com/book/10.1007/978-0-387-70873-7","Book"
"Modern Multivariate Statistical Techniques","Springer Texts in Statistics","","","","10.1007/978-0-387-78189-1","Alan J. Izenman","2008","http://link.springer.com/book/10.1007/978-0-387-78189-1","Book"
"Mathematical Statistics","Springer Texts in Statistics","","","","10.1007/b98900","Jun Shao","1999","http://link.springer.com/book/10.1007/b98900","Book"
"Modeling Longitudinal Data","Springer Texts in Statistics","","","","10.1007/0-387-28314-5","Robert E. Weiss","2005","http://link.springer.com/book/10.1007/0-387-28314-5","Book"
"An Introduction to Statistical Learning","Springer Texts in Statistics","","","","10.1007/978-1-4614-7138-7","Gareth JamesDaniela WittenTrevor HastieRobert Tibshirani","2013","http://link.springer.com/book/10.1007/978-1-4614-7138-7","Book"
"Probability for Statisticians","Springer Texts in Statistics","","","","10.1007/b98901","Galen R. Shorack","2000","http://link.springer.com/book/10.1007/b98901","Book"
"Design and Analysis of Experiments","Springer Texts in Statistics","","","","10.1007/b97673","Angela DeanDaniel Voss","1999","http://link.springer.com/book/10.1007/b97673","Book"
"Introduction to Time Series and Forecasting","Springer Texts in Statistics","","","","10.1007/b97391","Peter J. BrockwellRichard A. Davis","2002","http://link.springer.com/book/10.1007/b97391","Book"
"Statistical Models and Methods for Financial Markets","Springer Texts in Statistics","","","","10.1007/978-0-387-77827-3","Tze Leung LaiHaipeng Xing","2008","http://link.springer.com/book/10.1007/978-0-387-77827-3","Book"
"Applied Multivariate Analysis","Springer Texts in Statistics","","","","10.1007/b98963","Neil H. Timm","2002","http://link.springer.com/book/10.1007/b98963","Book"
"Log-Linear Models and Logistic Regression","Springer Texts in Statistics","","","","10.1007/b97647","Ronald Christensen","1997","http://link.springer.com/book/10.1007/b97647","Book"
"Time Series Analysis","Springer Texts in Statistics","","","","10.1007/978-0-387-75959-3","Jonathan D. CryerKung-Sik Chan","2008","http://link.springer.com/book/10.1007/978-0-387-75959-3","Book"
"Measure Theory and Probability Theory","Springer Texts in Statistics","","","","10.1007/978-0-387-35434-7","Krishna B. AthreyaSoumendra N. Lahiri","2006","http://link.springer.com/book/10.1007/978-0-387-35434-7","Book"
"Statistical Analysis of Financial Data in S-Plus","Springer Texts in Statistics","","","","10.1007/b97626","René A. Carmona","2004","http://link.springer.com/book/10.1007/b97626","Book"
