Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Models, Methods, Concepts & Applications of the Analytic Hierarchy Process","International Series in Operations Research & Management Science","","","","10.1007/978-1-4614-3597-6","Thomas L. SaatyLuis G. Vargas","2012","http://link.springer.com/book/10.1007/978-1-4614-3597-6","Book"
"Hydropower Economics","International Series in Operations Research & Management Science","","","","10.1007/978-1-4899-7519-5","Finn R. Førsund","2015","http://link.springer.com/book/10.1007/978-1-4899-7519-5","Book"
"Fundamentals of Traffic Simulation","International Series in Operations Research & Management Science","","","","10.1007/978-1-4419-6142-6","Jaume Barceló","2010","http://link.springer.com/book/10.1007/978-1-4419-6142-6","Book"
"Integrated Methods for Optimization","International Series in Operations Research & Management Science","","","","10.1007/978-1-4614-1900-6","John N. Hooker","2012","http://link.springer.com/book/10.1007/978-1-4614-1900-6","Book"
"Stochastic Programming","International Series in Operations Research & Management Science","","","","10.1007/978-1-4419-1642-6","Gerd Infanger","2011","http://link.springer.com/book/10.1007/978-1-4419-1642-6","Book"
"Quantitative Models for Performance Evaluation and Benchmarking","International Series in Operations Research & Management Science","","","","10.1007/978-0-387-85982-8","Joe Zhu","2009","http://link.springer.com/book/10.1007/978-0-387-85982-8","Book"
"Hidden Markov Models in Finance","International Series in Operations Research & Management Science","","","","10.1007/978-1-4899-7442-6","Rogemar S. MamonRobert J. Elliott","2014","http://link.springer.com/book/10.1007/978-1-4899-7442-6","Book"
"Business Analytics","International Series in Operations Research & Management Science","","","","10.1007/978-1-4614-6080-0","Rahul SaxenaAnand Srinivasan","2013","http://link.springer.com/book/10.1007/978-1-4614-6080-0","Book"
"Uncertainty and Environmental Decision Making","International Series in Operations Research & Management Science","","","","10.1007/978-1-4419-1129-2","Jerzy A. FilarAlain Haurie","2010","http://link.springer.com/book/10.1007/978-1-4419-1129-2","Book"
"Models & Methods for Project Selection","International Series in Operations Research & Management Science","","","","10.1007/978-1-4615-0280-7","Samuel B. GravesJeffrey L. RinguestAndrés L. Medaglia","2003","http://link.springer.com/book/10.1007/978-1-4615-0280-7","Book"
"Grid Resource Management","International Series in Operations Research & Management Science","","","","10.1007/978-1-4615-0509-9","Jarek NabrzyskiJennifer M. SchopfJan Węglarz","2004","http://link.springer.com/book/10.1007/978-1-4615-0509-9","Book"
"Quality, Warranty and Preventive Maintenance","International Series in Operations Research & Management Science","","","","10.1007/978-1-4615-5557-5","Izzet SahinHakan Polatoglu","1998","http://link.springer.com/book/10.1007/978-1-4615-5557-5","Book"
"Project Scheduling","International Series in Operations Research & Management Science","","","","10.1007/978-1-4615-5533-9","Jan Węglarz","1999","http://link.springer.com/book/10.1007/978-1-4615-5533-9","Book"
"Risk Analysis of Complex and Uncertain Systems","International Series in Operations Research & Management Science","","","","10.1007/978-0-387-89014-2","Louis Anthony Cox","2009","http://link.springer.com/book/10.1007/978-0-387-89014-2","Book"
"Entropy Optimization and Mathematical Programming","International Series in Operations Research & Management Science","","","","10.1007/978-1-4615-6131-6","S.-C. FangJ. R. RajasekeraH.-S. J. Tsao","1997","http://link.springer.com/book/10.1007/978-1-4615-6131-6","Book"
"Military Operations Research","International Series in Operations Research & Management Science","","","","10.1007/978-1-4615-6275-7","N. K. Jaiswal","1997","http://link.springer.com/book/10.1007/978-1-4615-6275-7","Book"
"Customer Satisfaction Evaluation","International Series in Operations Research & Management Science","","","","10.1007/978-1-4419-1640-2","Evangelos GrigoroudisYannis Siskos","2010","http://link.springer.com/book/10.1007/978-1-4419-1640-2","Book"
"Dynamic Portfolio Strategies: Quantitative Methods and Empirical Rules for Incomplete Information","International Series in Operations Research & Management Science","","","","10.1007/978-1-4615-0921-9","Nikolai Dokuchaev","2002","http://link.springer.com/book/10.1007/978-1-4615-0921-9","Book"
"Operations Research/Management Science at Work","International Series in Operations Research & Management Science","","","","10.1007/978-1-4615-0819-9","Erhan KozanAzuma Ohuchi","2002","http://link.springer.com/book/10.1007/978-1-4615-0819-9","Book"
"Operations Research and Health Care Policy","International Series in Operations Research & Management Science","","","","10.1007/978-1-4614-6507-2","Gregory S. Zaric","2013","http://link.springer.com/book/10.1007/978-1-4614-6507-2","Book"
"Benchmarking with DEA, SFA, and R","International Series in Operations Research & Management Science","","","","10.1007/978-1-4419-7961-2","Peter BogetoftLars Otto","2011","http://link.springer.com/book/10.1007/978-1-4419-7961-2","Book"
"Manufacturing and Service Enterprise with Risks II","International Series in Operations Research & Management Science","","","","10.1007/978-4-431-54619-1","Masayuki Matsui","2014","http://link.springer.com/book/10.1007/978-4-431-54619-1","Book"
"Strategies for Quasi-Monte Carlo","International Series in Operations Research & Management Science","","","","10.1007/978-1-4615-5221-5","Bennett L. Fox","1999","http://link.springer.com/book/10.1007/978-1-4615-5221-5","Book"
"Health Care Benchmarking and Performance Evaluation","International Series in Operations Research & Management Science","","","","10.1007/978-1-4899-7472-3","Yasar A. Ozcan","2014","http://link.springer.com/book/10.1007/978-1-4899-7472-3","Book"
"Foundations and Methods of Stochastic Simulation","International Series in Operations Research & Management Science","","","","10.1007/978-1-4614-6160-9","Barry L. Nelson","2013","http://link.springer.com/book/10.1007/978-1-4614-6160-9","Book"
"Improving Risk Analysis","International Series in Operations Research & Management Science","","","","10.1007/978-1-4614-6058-9","Louis Anthony Cox, Jr.","2013","http://link.springer.com/book/10.1007/978-1-4614-6058-9","Book"
"Handbook of Quantitative Supply Chain Analysis","International Series in Operations Research & Management Science","","","","10.1007/978-1-4020-7953-5","David Simchi-LeviS. David WuZuo-Jun Shen","2004","http://link.springer.com/book/10.1007/978-1-4020-7953-5","Book"
"Community-Based Operations Research","International Series in Operations Research & Management Science","","","","10.1007/978-1-4614-0806-2","Michael P. Johnson","2012","http://link.springer.com/book/10.1007/978-1-4614-0806-2","Book"
"Sample-Path Analysis of Queueing Systems","International Series in Operations Research & Management Science","","","","10.1007/978-1-4615-5721-0","Muhammad El-TahaShaler Stidham Jr.","1999","http://link.springer.com/book/10.1007/978-1-4615-5721-0","Book"
"Nonlinear Multiobjective Optimization","International Series in Operations Research & Management Science","","","","10.1007/978-1-4615-5563-6","Kaisa Miettinen PhD","1998","http://link.springer.com/book/10.1007/978-1-4615-5563-6","Book"
"Projected Dynamical Systems and Variational Inequalities with Applications","International Series in Operations Research & Management Science","","","","10.1007/978-1-4615-2301-7","Anna NagurneyDing Zhang","1996","http://link.springer.com/book/10.1007/978-1-4615-2301-7","Book"
"Location, Scheduling, Design and Integer Programming","International Series in Operations Research & Management Science","","","","10.1007/978-1-4613-1379-3","Manfred PadbergMinendra P. Rijal","1996","http://link.springer.com/book/10.1007/978-1-4613-1379-3","Book"
"Networks in Action","International Series in Operations Research & Management Science","","","","10.1007/978-1-4419-5513-5","Gerard SierksmaDiptesh Ghosh","2010","http://link.springer.com/book/10.1007/978-1-4419-5513-5","Book"
"Wireless Network Design","International Series in Operations Research & Management Science","","","","10.1007/978-1-4419-6111-2","Jeff KenningtonEli OlinickDinesh Rajan","2011","http://link.springer.com/book/10.1007/978-1-4419-6111-2","Book"
"Handbook of Stochastic Models and Analysis of Manufacturing System Operations","International Series in Operations Research & Management Science","","","","10.1007/978-1-4614-6777-9","J. MacGregor SmithBarış Tan","2013","http://link.springer.com/book/10.1007/978-1-4614-6777-9","Book"
"Consumer-Driven Demand and Operations Management Models","International Series in Operations Research & Management Science","","","","10.1007/978-0-387-98026-3","Christopher S. TangSerguei Netessine","2009","http://link.springer.com/book/10.1007/978-0-387-98026-3","Book"
"Socially Responsible Investment","International Series in Operations Research & Management Science","","","","10.1007/978-3-319-11836-9","Enrique BallesteroBlanca Pérez-GladishAna Garcia-Bernabeu","2015","http://link.springer.com/book/10.1007/978-3-319-11836-9","Book"
"Handbook of Risk Management in Energy Production and Trading","International Series in Operations Research & Management Science","","","","10.1007/978-1-4614-9035-7","Raimund M. KovacevicGeorg Ch. PflugMaria Teresa Vespucci","2013","http://link.springer.com/book/10.1007/978-1-4614-9035-7","Book"
"Extension of Data Envelopment Analysis with Preference Information","International Series in Operations Research & Management Science","","","","10.1007/978-1-4899-7528-7","Tarja JoroPekka J. Korhonen","2015","http://link.springer.com/book/10.1007/978-1-4899-7528-7","Book"
"Handbook on Data Envelopment Analysis","International Series in Operations Research & Management Science","","","","10.1007/978-1-4419-6151-8","William W. CooperLawrence M. SeifordJoe Zhu","2011","http://link.springer.com/book/10.1007/978-1-4419-6151-8","Book"
"Planning Production and Inventories in the Extended Enterprise","International Series in Operations Research & Management Science","","","","10.1007/978-1-4419-6485-4","Karl G. KempfPınar KeskinocakReha Uzsoy","2011","http://link.springer.com/book/10.1007/978-1-4419-6485-4","Book"
"Handbook of Semidefinite Programming","International Series in Operations Research & Management Science","","","","10.1007/978-1-4615-4381-7","Henry WolkowiczRomesh SaigalLieven Vandenberghe","2000","http://link.springer.com/book/10.1007/978-1-4615-4381-7","Book"
"Foundations of Location Analysis","International Series in Operations Research & Management Science","","","","10.1007/978-1-4419-7572-0","H. A. EiseltVladimir Marianov","2011","http://link.springer.com/book/10.1007/978-1-4419-7572-0","Book"
"Mathematical Reliability: An Expository Perspective","International Series in Operations Research & Management Science","","","","10.1007/978-1-4419-9021-1","Refik SoyerThomas A. MazzuchiNozer D. Singpurwalla","2004","http://link.springer.com/book/10.1007/978-1-4419-9021-1","Book"
"Planning Production and Inventories in the Extended Enterprise","International Series in Operations Research & Management Science","","","","10.1007/978-1-4419-8191-2","Karl G KempfPınar KeskinocakReha Uzsoy","2011","http://link.springer.com/book/10.1007/978-1-4419-8191-2","Book"
"Queueing Networks","International Series in Operations Research & Management Science","","","","10.1007/978-1-4419-6472-4","Richard J. BoucherieNico M. van Dijk","2011","http://link.springer.com/book/10.1007/978-1-4419-6472-4","Book"
"Generalized Concavity in Fuzzy Optimization and Decision Analysis","International Series in Operations Research & Management Science","","","","10.1007/978-1-4615-1485-5","Jaroslav RamíkMilan Vlach","2002","http://link.springer.com/book/10.1007/978-1-4615-1485-5","Book"
"Decision Making with the Analytic Network Process","International Series in Operations Research & Management Science","","","","10.1007/978-1-4614-7279-7","Thomas L. SaatyLuis G. Vargas","2013","http://link.springer.com/book/10.1007/978-1-4614-7279-7","Book"
"Linear and Multiobjective Programming with Fuzzy Stochastic Extensions","International Series in Operations Research & Management Science","","","","10.1007/978-1-4614-9399-0","Masatoshi SakawaHitoshi YanoIchiro Nishizaki","2013","http://link.springer.com/book/10.1007/978-1-4614-9399-0","Book"
"Postponement Strategies in Supply Chain Management","International Series in Operations Research & Management Science","","","","10.1007/978-1-4419-5837-2","T. C. Edwin ChengJian LiC. L. Johnny WanShouyang Wang","2010","http://link.springer.com/book/10.1007/978-1-4419-5837-2","Book"
"Trends in Multiple Criteria Decision Analysis","International Series in Operations Research & Management Science","","","","10.1007/978-1-4419-5904-1","Matthias EhrgottJosé Rui FigueiraSalvatore Greco","2010","http://link.springer.com/book/10.1007/978-1-4419-5904-1","Book"
"Stochastic Linear Programming","International Series in Operations Research & Management Science","","","","10.1007/978-1-4419-7729-8","Peter KallJános Mayer","2011","http://link.springer.com/book/10.1007/978-1-4419-7729-8","Book"
"Markovian Demand Inventory Models","International Series in Operations Research & Management Science","","","","10.1007/978-0-387-71604-6","Dirk BeyerFeng ChengSuresh P. SethiMichael Taksar","2010","http://link.springer.com/book/10.1007/978-0-387-71604-6","Book"
"Handbook of Metaheuristics","International Series in Operations Research & Management Science","","","","10.1007/978-1-4419-1665-5","Michel GendreauJean-Yves Potvin","2010","http://link.springer.com/book/10.1007/978-1-4419-1665-5","Book"
"To Queue or Not to Queue: Equilibrium Behavior in Queueing Systems","International Series in Operations Research & Management Science","","","","10.1007/978-1-4615-0359-0","Refael HassinMoshe Haviv","2003","http://link.springer.com/book/10.1007/978-1-4615-0359-0","Book"
"Fuzzy Stochastic Multiobjective Programming","International Series in Operations Research & Management Science","","","","10.1007/978-1-4419-8402-9","Masatoshi SakawaIchiro NishizakiHideki Katagiri","2011","http://link.springer.com/book/10.1007/978-1-4419-8402-9","Book"
"Risk Management of Supply and Cash Flows in Supply Chains","International Series in Operations Research & Management Science","","","","10.1007/978-1-4614-0511-5","Jian LiJia ChenShouyang Wang","2011","http://link.springer.com/book/10.1007/978-1-4614-0511-5","Book"
"Quantitative Problem Solving Methods in the Airline Industry","International Series in Operations Research & Management Science","","","","10.1007/978-1-4614-1608-1","Cynthia BarnhartBarry Smith","2012","http://link.springer.com/book/10.1007/978-1-4614-1608-1","Book"
"Handbook of Ocean Container Transport Logistics","International Series in Operations Research & Management Science","","","","10.1007/978-3-319-11891-8","Chung-Yee LeeQiang Meng","2015","http://link.springer.com/book/10.1007/978-3-319-11891-8","Book"
"Portfolio Decision Analysis","International Series in Operations Research & Management Science","","","","10.1007/978-1-4419-9943-6","Ahti SaloJeffrey KeislerAlec Morton","2011","http://link.springer.com/book/10.1007/978-1-4419-9943-6","Book"
"Future Perspectives in Risk Models and Finance","International Series in Operations Research & Management Science","","","","10.1007/978-3-319-07524-2","Alain BensoussanDominique GueganCharles S. Tapiero","2015","http://link.springer.com/book/10.1007/978-3-319-07524-2","Book"
"Managing Service Productivity","International Series in Operations Research & Management Science","","","","10.1007/978-3-662-43437-6","Ali EmrouznejadEmilyn Cabanda","2014","http://link.springer.com/book/10.1007/978-3-662-43437-6","Book"
"The Theory and Practice of Revenue Management","International Series in Operations Research & Management Science","","","","10.1007/b139000","Kalyan T. TalluriGarrett J. Van Ryzin","2004","http://link.springer.com/book/10.1007/b139000","Book"
"Models and Methods in Economics and Management Science","International Series in Operations Research & Management Science","","","","10.1007/978-3-319-00669-7","Fouad El OuardighiKonstantin Kogan","2014","http://link.springer.com/book/10.1007/978-3-319-00669-7","Book"
"Complementarity Modeling in Energy Markets","International Series in Operations Research & Management Science","","","","10.1007/978-1-4419-6123-5","Steven A. GabrielAntonio J. ConejoJ. David FullerBenjamin F. HobbsCarlos Ruiz","2013","http://link.springer.com/book/10.1007/978-1-4419-6123-5","Book"
"Traffic Data Collection and its Standardization","International Series in Operations Research & Management Science","","","","10.1007/978-1-4419-6070-2","Jaume BarcelóMasao Kuwahara","2010","http://link.springer.com/book/10.1007/978-1-4419-6070-2","Book"
"Decision Criteria and Optimal Inventory Processes","International Series in Operations Research & Management Science","","","","10.1007/978-1-4615-5151-5","Baoding LiuAugustine O. Esogbue","1999","http://link.springer.com/book/10.1007/978-1-4615-5151-5","Book"
"Evaluation and Decision Models","International Series in Operations Research & Management Science","","","","10.1007/978-1-4615-1593-7","Denis BouyssouThierry MarchantMarc PirlotPatrice PernyAlexis TsoukiàsPhilippe Vincke","2000","http://link.springer.com/book/10.1007/978-1-4615-1593-7","Book"
"Game Theoretic Risk Analysis of Security Threats","International Series in Operations Research & Management Science","","","","10.1007/978-0-387-87767-9","Vicki M. BierM. Naceur Azaiez","2009","http://link.springer.com/book/10.1007/978-0-387-87767-9","Book"
"Retail Supply Chain Management","International Series in Operations Research & Management Science","","","","10.1007/978-0-387-78902-6","Narendra AgrawalStephen A. Smith","2009","http://link.springer.com/book/10.1007/978-0-387-78902-6","Book"
"Decision Making Under Uncertainty in Electricity Markets","International Series in Operations Research & Management Science","","","","10.1007/978-1-4419-7421-1","Antonio J. ConejoMiguel CarriónJuan M. Morales","2010","http://link.springer.com/book/10.1007/978-1-4419-7421-1","Book"
"Markov Chains","International Series in Operations Research & Management Science","","","","10.1007/978-1-4614-6312-2","Wai-Ki ChingXimin HuangMichael K. NgTak-Kuen Siu","2013","http://link.springer.com/book/10.1007/978-1-4614-6312-2","Book"
"Data Engineering","International Series in Operations Research & Management Science","","","","10.1007/978-1-4419-0176-7","Yupo ChanJohn TalburtTerry M. Talley","2010","http://link.springer.com/book/10.1007/978-1-4419-0176-7","Book"
"A Long View of Research and Practice in Operations Research and Management Science","International Series in Operations Research & Management Science","","","","10.1007/978-1-4419-6810-4","ManMohan S. SodhiChristopher S. Tang","2010","http://link.springer.com/book/10.1007/978-1-4419-6810-4","Book"
"Advancing the Frontiers of Simulation","International Series in Operations Research & Management Science","","","","10.1007/b110059","Christos AlexopoulosDavid GoldsmanJames R. Wilson","2009","http://link.springer.com/book/10.1007/b110059","Book"
"Analysis and Modeling of Manufacturing Systems","International Series in Operations Research & Management Science","","","","10.1007/978-1-4615-1019-2","Stanley B. GershwinYves DalleryChrissoleon T. PapadopoulosJ. MacGregor Smith","2003","http://link.springer.com/book/10.1007/978-1-4615-1019-2","Book"
"Sustainable Supply Chains","International Series in Operations Research & Management Science","","","","10.1007/978-1-4419-6105-1","Tonya BooneVaidyanathan JayaramanRam Ganeshan","2012","http://link.springer.com/book/10.1007/978-1-4419-6105-1","Book"
"Optimal Stochastic Scheduling","International Series in Operations Research & Management Science","","","","10.1007/978-1-4899-7405-1","Xiaoqiang CaiXianyi WuXian Zhou","2014","http://link.springer.com/book/10.1007/978-1-4899-7405-1","Book"
"Essays in Production, Project Planning and Scheduling","International Series in Operations Research & Management Science","","","","10.1007/978-1-4614-9056-2","P. Simin PulatSubhash C. SarinReha Uzsoy","2014","http://link.springer.com/book/10.1007/978-1-4614-9056-2","Book"
"Building Supply Chain Excellence in Emerging Economies","International Series in Operations Research & Management Science","","","","10.1007/978-0-387-38429-0","Hau L. LeeChung-Yee Lee","2007","http://link.springer.com/book/10.1007/978-0-387-38429-0","Book"
"Stochastic Optimization Methods in Finance and Energy","International Series in Operations Research & Management Science","","","","10.1007/978-1-4419-9586-5","Marida BertocchiGiorgio ConsigliMichael A. H. Dempster","2011","http://link.springer.com/book/10.1007/978-1-4419-9586-5","Book"
"Nonparametric Estimation of Educational Production and Costs using Data Envelopment Analysis","International Series in Operations Research & Management Science","","","","10.1007/978-1-4899-7469-3","Vincent BlackburnShae BrennanJohn Ruggiero","2014","http://link.springer.com/book/10.1007/978-1-4899-7469-3","Book"
"Hamiltonian Cycle Problem and Markov Chains","International Series in Operations Research & Management Science","","","","10.1007/978-1-4614-3232-6","Vivek S. BorkarVladimir EjovJerzy A. FilarGiang T. Nguyen","2012","http://link.springer.com/book/10.1007/978-1-4614-3232-6","Book"
"Quantitative Models for Performance Evaluation and Benchmarking","International Series in Operations Research & Management Science","","","","10.1007/978-3-319-06647-9","Joe Zhu","2014","http://link.springer.com/book/10.1007/978-3-319-06647-9","Book"
"Game Theory and Business Applications","International Series in Operations Research & Management Science","","","","10.1007/b109681","Kalyan ChatterjeeWilliam F. Samuelson","2001","http://link.springer.com/book/10.1007/b109681","Book"
"Traffic Theory","International Series in Operations Research & Management Science","","","","10.1007/b101918","Denos C. Gazis","2002","http://link.springer.com/book/10.1007/b101918","Book"
"Integrating Renewables in Electricity Markets","International Series in Operations Research & Management Science","","","","10.1007/978-1-4614-9411-9","Juan M. MoralesAntonio J. ConejoHenrik MadsenPierre PinsonMarco Zugno","2014","http://link.springer.com/book/10.1007/978-1-4614-9411-9","Book"
"Supply Chain Risk","International Series in Operations Research & Management Science","","","","10.1007/978-0-387-79934-6","George A. ZsidisinBob Ritchie","2009","http://link.springer.com/book/10.1007/978-0-387-79934-6","Book"
