Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"A First Course in Discrete Dynamical Systems","Universitext","","","","10.1007/978-1-4419-8732-7","Richard A. Holmgren","1996","http://link.springer.com/book/10.1007/978-1-4419-8732-7","Book"
"Elementary Theory of Metric Spaces","Universitext","","","","10.1007/978-1-4613-8188-4","Robert B. Reisel","1982","http://link.springer.com/book/10.1007/978-1-4613-8188-4","Book"
"The Special Theory of Relativity","Universitext","","","","10.1007/978-1-4612-0893-8","Anadijiban Das","1993","http://link.springer.com/book/10.1007/978-1-4612-0893-8","Book"
"Complex Abelian Varieties and Theta Functions","Universitext","","","","10.1007/978-3-642-76079-2","George R. Kempf","1991","http://link.springer.com/book/10.1007/978-3-642-76079-2","Book"
"An Introduction to Manifolds","Universitext","","","","10.1007/978-1-4419-7400-6","Loring W. Tu","2011","http://link.springer.com/book/10.1007/978-1-4419-7400-6","Book"
"Markov Decision Processes with Applications to Finance","Universitext","","","","10.1007/978-3-642-18324-9","Nicole BäuerleUlrich Rieder","2011","http://link.springer.com/book/10.1007/978-3-642-18324-9","Book"
"Heights of Polynomials and Entropy in Algebraic Dynamics","Universitext","","","","10.1007/978-1-4471-3898-3","Graham EverestThomas Ward","1999","http://link.springer.com/book/10.1007/978-1-4471-3898-3","Book"
"Algebraic Surfaces","Universitext","","","","10.1007/978-1-4757-3512-3","Lucian Bădescu","2001","http://link.springer.com/book/10.1007/978-1-4757-3512-3","Book"
"A Textbook of Graph Theory","Universitext","","","","10.1007/978-1-4614-4529-6","R. BalakrishnanK. Ranganathan","2012","http://link.springer.com/book/10.1007/978-1-4614-4529-6","Book"
"Lie Groups","Universitext","","","","10.1007/978-0-387-28929-8","Claudio Procesi","2007","http://link.springer.com/book/10.1007/978-0-387-28929-8","Book"
"Sphere Packings","Universitext","","","","10.1007/b98975","John Talbot","1999","http://link.springer.com/book/10.1007/b98975","Book"
"Lebesgue Integration","Universitext","","","","10.1007/978-1-4612-0781-8","Soo Bong Chae","1995","http://link.springer.com/book/10.1007/978-1-4612-0781-8","Book"
"Algebraic Surfaces and Holomorphic Vector Bundles","Universitext","","","","10.1007/978-1-4612-1688-9","Robert Friedman","1998","http://link.springer.com/book/10.1007/978-1-4612-1688-9","Book"
"Abstract Linear Algebra","Universitext","","","","10.1007/978-1-4419-8764-8","Morton L. Curtis","1990","http://link.springer.com/book/10.1007/978-1-4419-8764-8","Book"
"Mathematical Logic and Model Theory","Universitext","","","","10.1007/978-1-4471-2176-3","Alexander PrestelCharles N. Delzell","2011","http://link.springer.com/book/10.1007/978-1-4471-2176-3","Book"
"A Course in Formal Languages, Automata and Groups","Universitext","","","","10.1007/978-1-84800-940-0","Ian M. Chiswell","2009","http://link.springer.com/book/10.1007/978-1-84800-940-0","Book"
"Orthogonality and Spacetime Geometry","Universitext","","","","10.1007/978-1-4684-6345-3","Robert Goldblatt","1987","http://link.springer.com/book/10.1007/978-1-4684-6345-3","Book"
"The Mathematical Theory of Turbulence","Universitext","","","","10.1007/978-1-4612-3840-9","M. M. Stanišić","1988","http://link.springer.com/book/10.1007/978-1-4612-3840-9","Book"
"Simultaneous Triangularization","Universitext","","","","10.1007/978-1-4612-1200-3","Heydar RadjaviPeter Rosenthal","2000","http://link.springer.com/book/10.1007/978-1-4612-1200-3","Book"
"Thermodynamic Network Analysis of Biological Systems","Universitext","","","","10.1007/978-3-642-67971-1","Professor Dr. J. Schnakenberg","1981","http://link.springer.com/book/10.1007/978-3-642-67971-1","Book"
"A Classical Invitation to Algebraic Numbers and Class Fields","Universitext","","","","10.1007/978-1-4612-9950-9","Harvey Cohn","1978","http://link.springer.com/book/10.1007/978-1-4612-9950-9","Book"
"Matrix Theory","Universitext","","","","10.1007/978-1-4757-5797-2","Fuzhen Zhang","1999","http://link.springer.com/book/10.1007/978-1-4757-5797-2","Book"
"Numerical Range","Universitext","","","","10.1007/978-1-4613-8498-4","Karl E. GustafsonDuggirala K. M. Rao","1997","http://link.springer.com/book/10.1007/978-1-4613-8498-4","Book"
"Lie Sphere Geometry","Universitext","","","","10.1007/978-1-4757-4096-7","Thomas E. Cecil","1992","http://link.springer.com/book/10.1007/978-1-4757-4096-7","Book"
